ticker,disease,stage,date,catalyst
BMY,Relapsed or refractory (R/R) large B-cell lymphoma,Approved,2021-02-05 00:00:00,"FDA approval announced February 5, 2021."
SPRO,Nontuberculous mycobacterial (NTM) pulmonary disease (PD),Phase 2,2021-02-05 00:00:00,"Phase 2a trial placed on clinical hold - February 5, 2021."
REGN,Basal cell carcinoma (BCC),Approved,2021-02-09 00:00:00,"FDA approval announced February 9, 2021."
SNY,Basal cell carcinoma (BCC),Approved,2021-02-09 00:00:00,"FDA approval announced February 9, 2021."
AGEN,Solid tumors,Phase 1/2,2021-02-09 00:00:00,"Phase 1/2 data announced February 9, 2021 - six confirmed responses."
ABBV,Neurogenic Detrusor Overactivity,Approved,2021-02-10 00:00:00,"FDA approval announced February 10, 2021."
PLX,Fabry disease,Phase 3,2021-02-10 00:00:00,"Phase 3 final data presented February 10, 2021 - key objectives for safety and efficacy."
CRDF,Prostate cancer,Phase 2,2021-02-11 00:00:00,Phase 2 data disease control rate at 12 weeks of 35%.
REGN,Homozygous familial hypercholesterolemia (HoFH),Approved,2021-02-11 00:00:00,"FDA approval announced February 11, 2021."
GTHX,Second/third-line small-cell lung cancer,Approved,2021-02-12 00:00:00,"FDA approval announced February 12, 2021."
PFE,Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),Approved,2021-02-12 00:00:00,"FDA approval announced February 12, 2021."
ABEO,Sanfilippo syndrome type A (MPS IIIA),Phase 1/2,2021-02-12 00:00:00,"Phase 1/2 updated safety data released February 12, 2021. Well tolerated."
ABEO,Sanfilippo syndrome type B (MPS IIIB),Phase 1/2,2021-02-12 00:00:00,"Phase 1/2 updated data announced February 12, 2021."
BLUE,Sickle Cell Disease,Phase 3,2021-02-16 00:00:00,"Phase 3 trial temporarily suspended due to a reported Suspected Unexpected Serious Adverse Reaction (SUSAR) of acute myeloid leukemia (AML) - February 16, 2021."
IMUX,COVID-19,Phase 2,2021-02-17 00:00:00,"Phase 2 top-line data released February 17, 2021 - low rates of COVID-19 prevented the primary endpoint from being evaluable."
IMUX,Primary Sclerosing Cholangitis,Phase 2,2021-02-18 00:00:00,"Phase 2 data released February 18, 2021. Primary objective of therapeutic benefit achieved in 27.3% of patients."
RVNC,Upper limb spasticity,Phase 2,2021-02-22 00:00:00,"Phase 2 top-line data released February 22, 2021. One of two co-primary endpoints met (one missed due to reduced enrollment)."
OTIC,Ménière's disease,Phase 3,2021-02-22 00:00:00,Phase 3 trial did not achieve the primary endpoint.
SNY,Non-small cell lung cancer (NSCLC),Approved,2021-02-22 00:00:00,"FDA approval announced February 22, 2021."
REGN,Non-small cell lung cancer (NSCLC),Approved,2021-02-22 00:00:00,"FDA approval announced February 22, 2021."
SWTX,Neurofibromas,Phase 2b,2021-02-25 00:00:00,Phase 2b interim data noted 10/20 Patients (50%) achieved an Objective Response
SRPT,Duchenne muscular dystrophy,Approved,2021-02-25 00:00:00,"FDA approval announced February 25, 2021."
GKOS,Progressive keratoconus,Phase 3,2021-02-25 00:00:00,"Phase 3 trial met primary endpoint - February 25, 2021."
BBIO,Molybdenum cofactor deficiency type A,Approved,2021-02-26 00:00:00,"FDA approved February 26, 2021."
MRK,Small cell lung cancer (SCLC),CRL,2021-03-01 00:00:00,"FDA Approval announced June 18, 2019. Approval withdrawn March 1, 2021 due to not meeting post-marketing requirements following accelerated approval."
PLXP,Liquid-filled aspirin capsule,Approved,2021-03-01 00:00:00,"FDA approval announced March 1, 2021."
ZVRA,ADHD,Approved,2021-03-02 00:00:00,"FDA approval announced March 2, 2021."
NBIX,Negative symptoms of schizophrenia,Phase 2,2021-03-02 00:00:00,"Phase 2 trial did not meet primary endpoint - March 2, 2021."
AVTX,COVID-19 induced Acute Respiratory Distress Syndrome (ARDS),Phase 2,2021-03-02 00:00:00,"Phase 2 data released March 2, 2021. At both the 28-day and the 60-day final timepoints, an approximately 50% trend in mortality reduction (22.5% vs 10.8% - placebo) was observed."
SCYX,Candida Auris,Phase 3,2021-03-02 00:00:00,"Phase 3 interim analyses noted 8/10 complete responses - March 2, 2021."
PFE,Irritable Bowel Syndrome,Phase 2b,2021-03-02 00:00:00,"Phase 2b trial did not meet primary endpoint - March 2, 2021."
TAK,Negative symptoms of schizophrenia,Phase 2,2021-03-02 00:00:00,"Phase 2 trial did not meet primary endpoint - March 2, 2021."
PFE,Anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC),Phase 3,2021-03-03 00:00:00,FDA approval announced March 3 2021.
VIR,Mild to moderate COVID-19,Phase 3,2021-03-03 00:00:00,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.
MOLN,Mild to moderate COVID-19,Phase 3,2021-03-03 00:00:00,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.
GSK,Mild to moderate COVID-19,Phase 3,2021-03-03 00:00:00,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.
RHHBY,Systemic sclerosis-associated interstitial lung disease (SSc-ILD),Approved,2021-03-04 00:00:00,"FDA approval announced March 4, 2021."
APLS,COVID-19 / Acute respiratory distress syndrome (ARDS),Phase 1/2,2021-03-04 00:00:00,Phase 1/2 trial to be discontinued following Independent data monitoring committee (DMC) review which found no meaningful reduction in the overall mortality rate.
FULC,COVID-19,Phase 3,2021-03-04 00:00:00,"Phase 3 trial to be discontinued - March 4, 2021."
DRRX,COVID-19 Patients with Acute Liver or Kidney Injury,Phase 2,2021-03-04 00:00:00,Phase 2 trial to be discontinued due to limited number of patients eligible or willing to enroll.
GLPG,Inflammatory Bowel Disease,Phase 2,2021-03-04 00:00:00,"Phase 2 interim data released March 4, 2021."
GILD,Indolent B-Cell Non-Hodgkin Lymphoma,Approved,2021-03-05 00:00:00,"FDA approval announced March 5, 2021."
ANAB,Palmo-plantar pustular psoriasis,Phase 2,2021-03-08 00:00:00,"Phase 2 trial did not meet primary endpoint - March 8, 2021."
MRNS,PCDH19-related epilepsy,Phase 2,2021-03-09 00:00:00,Phase 2 trial showed a median 61.5% reduction in seizure frequency for ganaxolone compared to 24.0% for placebo (p=0.17).
NVS,Non-small cell lung cancer (NSCLC) - 2nd/3rd line,Phase 3,2021-03-09 00:00:00,Phase 3 trial did not meet primary endpoint.
AVEO,Third line treatment of patients with renal cell cancer,Approved,2021-03-10 00:00:00,"FDA approval announced March 10, 2021."
BLUE,Childhood cerebral adrenoleukodystrophy (CCALD),Phase 2/3,2021-03-14 00:00:00,"Phase 2/3 updated data presented March 15, 2021. 90% of evaluable patients (27/30) alive and free of major functional disabilities at two years follow-up."
RUBY,Refractory Acute Myeloid Leukemia (AML) / Solid tumors,Phase 1/2,2021-03-15 00:00:00,"Phase 1/2 data announced March 15, 2021. 1 partial response (PR), 1 unconfirmed PR."
SNY,Cervical cancer,Phase 3,2021-03-15 00:00:00,"Phase 3 trial to be stopped early due to sufficient efficacy. 12 months survival for Libtayo compared to 8.5 months for chemotherapy; hazard ratio (HR): 0.69 - March 15, 2021."
REGN,Cervical cancer,Phase 3,2021-03-15 00:00:00,"Phase 3 trial to be stopped early due to sufficient efficacy. 12 months survival for Libtayo compared to 8.5 months for chemotherapy; hazard ratio (HR): 0.69 - March 15, 2021."
SNY,Cystic fibrosis,Phase 1/2,2021-03-17 00:00:00,"Phase 1/2 interim analysis March 17, 2021. Safe and well tolerated with no serious adverse events but no increase in lung function (ppFEV1) evident."
KNSA,Pericarditis,Approved,2021-03-18 00:00:00,"FDA approval announced March 18, 2021."
VACC,COVID-19 vaccine,Phase 3,2021-03-22 00:00:00,"Data from U.S. trial noted 76% efficacy rate - March 24, 2021."
ZLDPF,Severe hypoglycemia in diabetes,Approved,2021-03-22 00:00:00,"FDA approval announced March 22, 2021."
LPTX,Endometrial Cancer,Phase 2,2021-03-22 00:00:00,"Phase 2 data presented at Society of Gynecologic Oncology 2021 Annual Meeting, March 19-25, 2021. PFS 5.4 months."
IONS,Huntington's Disease,Phase 3,2021-03-22 00:00:00,Phase 3 trial to be discontinued following review of data by an Independent Data Monitoring Committee.
RHHBY,Huntington's Disease,Phase 3,2021-03-22 00:00:00,Phase 3 trial to be discontinued following review of data by an Independent Data Monitoring Committee.
AZN,COVID-19 vaccine,Phase 3,2021-03-22 00:00:00,"Data from U.S. trial noted 76% efficacy rate - March 24, 2021."
FREQ,Acquired Sensorineural Hearing Loss (SNHL),Phase 2a,2021-03-23 00:00:00,"Phase 2a trial did not show improvement versus placebo - March 23, 2021."
MRK,Esophageal Cancer,Approved,2021-03-23 00:00:00,"FDA approval announced March 23, 2021."
PRQR,Usher Syndrome Type 2,Phase 1/2,2021-03-24 00:00:00,"Phase 1/2 data released March 24, 2021. Mean benefit of 6 letters was observed at week 48"
BCLI,Progressive Multiple Sclerosis (MS),Phase 2,2021-03-24 00:00:00,"Phase 2 top-line data released March 24, 2021 - safety primary endpoint met."
BMY,Relapsed/refractory multiple myeloma,Approved,2021-03-26 00:00:00,"FDA approval announced March 26, 2021."
BLUE,Relapsed/refractory multiple myeloma,Approved,2021-03-26 00:00:00,"FDA approval announced March 26, 2021."
WVE,Huntington’s disease,Phase 1/2,2021-03-29 00:00:00,https://ir.wavelifesciences.com/news-releases/news-release-details/wave-life-sciences-provides-update-phase-1b2a-precision-hd
WVE,Huntington’s disease,Phase 1/2,2021-03-29 00:00:00,Phase 1/2 data showed no statistically significant change in mutant huntingtin protein (mHTT). Development to be stopped
JAZZ,Acute myeloid leukemia,Approved,2021-03-30 00:00:00,FDA approval for label extension to include children.
KMDA,COVID-19,Phase 1/2,2021-03-31 00:00:00,"Phase 1/2 top-line data released March 31, 2020. 11/12 patients recovered."
SNY,Refractory Multiple Myeloma,Approved,2021-03-31 00:00:00,"FDA approval announced March 31, 2021."
BTAI,Opioid Withdrawal Symptoms,Phase 1/2,2021-03-31 00:00:00,"Phase 1b/2 top-line data released March 31, 2021. Primary endpoint met. Retention secondary endpoint not met."
REGN,Homozygous familial hypercholesterolemia (HoFH),Approved,2021-04-01 00:00:00,"FDA approval announced April 1, 2021."
UTHR,Pulmonary hypertension associated with interstitial lung disease (PH-ILD) (WHO Group 3),Approved,2021-04-01 00:00:00,"FDA approval announced April 1, 2021."
SUPN,ADHD,Approved,2021-04-02 00:00:00,"FDA approval announced April 2, 2021."
MTEM,Relapsed/refractory diffuse large B-cell lymphoma (DLBCL),Phase 2,2021-04-05 00:00:00,"Development to be discontinued - April 5, 2021."
TPTX,RET-altered NSCLC,Phase 1/2,2021-04-05 00:00:00,"Phase 1/2 interim data noted 3/14 partial responses - April 5, 2021."
BMY,RET-altered NSCLC,Phase 1/2,2021-04-05 00:00:00,"Phase 1/2 interim data noted 3/14 partial responses - April 5, 2021."
INCY,COVID-19,Phase 3,2021-04-08 00:00:00,"Phase 3 trial did not meet primary endpoint - April 8, 2021."
LLY,COVID-19,Phase 3,2021-04-08 00:00:00,"Phase 3 trial did not meet primary endpoint - April 8, 2021."
SAGE,Essential tremor,Phase 2,2021-04-12 00:00:00,"Phase 2 trial met primary endpoint (P=0.049) - April 12, 2021. 62% of patients were down-titrated to from 60mg to 45 mg or 30 mg with the high dose not well tolerated."
BGNE,Non-small cell lung cancer (NSCLC),Phase 3,2021-04-12 00:00:00,"Phase 3 trial met primary endpoint of overall survival - November 17, 2020. Data presented at AACR meeting April 12, 2021. ORR 21.9% vs 7.0% for docetaxel; PFS 23.3% vs 5.7% in docetaxel arm; OS 17.2 months vs to 11.9 months in the docetaxel arm."
AZN,COVID-19,Phase 3,2021-04-12 00:00:00,Phase 3 trial did not achieve statistical significance for the primary endpoint.
BIIB,Essential tremor,Phase 2,2021-04-12 00:00:00,"Phase 2 trial met primary endpoint (P=0.049) - April 12, 2021. 62% of patients were down-titrated to from 60mg to 45 mg or 30 mg with the high dose not well tolerated."
RIGL,COVID-19,Phase 2,2021-04-13 00:00:00,"Phase 2 trial met primary endpoint of safety - April 13, 2021."
BHC,Dry Eye Disease Associated With Meibomian Gland Dysfunction,Phase 3,2021-04-13 00:00:00,"Phase 3 trial met primary endpoints - April 13, 2021."
GILD,Urothelial Cancer,Approved,2021-04-13 00:00:00,"FDA approval announced April 13, 2021."
GSK,Head and Neck Squamous Cell Carcinoma,Phase 2,2021-04-14 00:00:00,"Phase 2 trial to be discontinued - April 14, 2021."
MRK,COVID-19,Phase 3,2021-04-14 00:00:00,"Phase 3 development to be discontinued - April 15, 2021."
BMY,Gastric cancer,Approved,2021-04-16 00:00:00,"FDA approval announced April 16, 2021."
OVID,Fragile X syndrome,Phase 2,2021-04-19 00:00:00,"Development to be discontinued - April 19, 2021."
ADCT,Diffuse Large B-Cell Lymphoma,Approved,2021-04-23 00:00:00,"FDA approval announced April 23, 2021."
VRNA,COVID-19,Phase 2,2021-04-23 00:00:00,"Phase 2 top-line data released April 23, 2021 - safe and well tolerated. One patient death was reported in the ensifentrine treatment group."
FRTX,Primary Axillary Hyperhidrosis,Phase 3,2021-04-23 00:00:00,"Phase 3 open-label data announced April 23, 2021 - generally well-tolerated. Clinically meaningful improvement in axillary hyperhidrosis severity."
IMAB,Ulcerative colitis,Phase 2,2021-04-26 00:00:00,Phase 2 trial met primary endpoint.
MESO,ARDS due to COVID-19,Phase 3,2021-04-29 00:00:00,"Remestemcel-L reduced mortality through day 60 by 46% in the pre-specified group below age 65, but not in patients 65 or older."
AZN,Chronic Kidney Disease,Approved,2021-04-30 00:00:00,"FDA approval announced April 30, 2021."
SRPT,Duchenne muscular dystrophy,Phase 2,2021-05-03 00:00:00,"Phase 2 30 mg/kg arm data presented May 3, 2021 - mean exon skipping of 10.79% and mean dystrophin expression of 6.55%."
ARQT,Chronic Hand Eczema,Phase 2,2021-05-04 00:00:00,Phase 1/2b trial did not meet primary endpoint.
FATE,Acute graft-versus-host disease (GvHD) undergoing hematopoietic cell transplantation (HCT),Phase 2,2021-05-05 00:00:00,Phase 2 trial did not meet primary endpoint.
MRK,Gastric or Gastroesophageal Junction Adenocarcinoma,Approved,2021-05-05 00:00:00,"FDA approval announced May 5, 2021."
CMRX,Acute lung injury (ALI) in COVID-19,Phase 2,2021-05-06 00:00:00,"Phase 2 initial data released May 6, 2021. One patients died in DSTAT arm."
INO,COVID-19 vaccine,Phase 2,2021-05-10 00:00:00,"Phase 2 data released May 10, 2021 - generally safe and well-tolerated."
IFRX,ANCA-associated vasculitis (AAV),Phase 2,2021-05-11 00:00:00,"Phase 2 data released May 11, 2021 - safe and well tolerated"
BIIB,Acute ischemic stroke,Phase 2,2021-05-12 00:00:00,"Phase 2 trial met primary objective - May 12, 2021."
HRTX,Post operative pain,Approved,2021-05-13 00:00:00,"FDA approval announced May 13, 2021."
APLS,Paroxysmal Nocturnal Hemoglobinuria (PNH),Approved,2021-05-14 00:00:00,"FDA approval announced May 14, 2021."
HARP,Metastatic castration-resistant prostate cancer,Phase 1/2,2021-05-19 00:00:00,Phase 1/2 data in ASCO abstract noted PSA and CTC reductions and treatment duration > 24 weeks in 15/62 patients.
INCY,Non-Small-Cell Lung Cancer (NSCLC),Phase 2,2021-05-19 00:00:00,Phase 2 data in ASCO abstract noted ORR of 65.6% for the treatment-naive expansion Cohort 7.
MRK,Pulmonary arterial hypertension (PAH),Phase 2,2021-05-19 00:00:00,"Phase 2 update at the American Thoracic Society 2021 International Conference May 19, 2021. Generally well tolerated, improvements in resting and exercise hemodynamics at week 24 shown."
BMY,Esophageal or Gastroesophageal Junction Cancer,Approved,2021-05-20 00:00:00,"FDA approval announced May 20, 2021."
MRK,Pneumococcal Conjugate Vaccine,Phase 3,2021-05-20 00:00:00,"Phase 3 trial met primary immunogenicity and safety endpoints - May 20, 2021."
ONCY,Pancreatic cancer,Phase 2,2021-05-20 00:00:00,Phase 2 data in ASCO abstract noted response rate 1/12 (8.3%); stable disease 42%.
IBRX,Various tumors,Phase 2,2021-05-20 00:00:00,Overall response rate 8% noted in ASCO abstract.
NGM,Non-alcoholic steatohepatitis (NASH),Phase 2b,2021-05-24 00:00:00,"Phase 2b top-line data released May 24, 2021. Primary endpoint not met."
VIR,COVID-19 antibody,Approved,2021-05-26 00:00:00,"FDA Emergency Use Authorization filing approval announced May 26, 2021."
GSK,COVID-19 antibody,Approved,2021-05-26 00:00:00,"FDA Emergency Use Authorization filing approval announced May 26, 2021."
PCRX,Lower extremity nerve blocks,Phase 3,2021-05-26 00:00:00,"Phase 3 data released May 26, 2021. Did not demonstrate statistical significance for primary endpoint."
PFE,Uterine fibroids,Approved,2021-05-26 00:00:00,"FDA approval announced May 26, 2021."
MYOV,Uterine fibroids,Approved,2021-05-26 00:00:00,"FDA approval announced May 26, 2021."
XNCR,COVID-19 antibody,Approved,2021-05-26 00:00:00,"FDA Emergency Use Authorization filing approval announced May 26, 2021."
BHVN,Migraine - preventative,Approved,2021-05-27 00:00:00,"FDA approval announced May 27, 2021."
PFE,Migraine - preventative,Approved,2021-05-27 00:00:00,"FDA approval announced May 27, 2021."
BMY,Ulcerative Colitis,Approved,2021-05-27 00:00:00,"FDA approval announced May 27, 2021."
LNTH,Prostate cancer,Approved,2021-05-27 00:00:00,"FDA Approval announced May 27, 2021."
AMGN,Non-small cell lung cancer (NSCLC),Approved,2021-05-28 00:00:00,"FDA approval announced May 28, 2021."
LMNL,Idiopathic pulmonary fibrosis (IPF),Phase 2,2021-05-28 00:00:00,"Phase 2 trial will no longer be initiated - May 28, 2021."
BBIO,Cholangiocarcinoma,Approved,2021-06-01 00:00:00,"FDA approval announced June 1, 2021."
SNY,Autosomal dominant polycystic kidney disease (ADPKD),Phase 2/3,2021-06-01 00:00:00,"Phase 2/3 trial stopped due to futility - June 1, 2021."
ALKS,"Schizophrenia, bipolar",Approved,2021-06-01 00:00:00,"FDA approval announced June 1, 2021."
LIAN,Cholangiocarcinoma,Approved,2021-06-01 00:00:00,"FDA approval announced June 1, 2021."
ACIU,Alzheimer’s disease (AD),Phase 2,2021-06-02 00:00:00,"Phase 2 interim analysis June 2, 2021. Good safety confirmed."
SCYX,Vulvovaginal candidiasis (VVC),Approved,2021-06-02 00:00:00,"FDA approval announced June 2, 2021."
ITOS,Solid tumors,Phase 1/2,2021-06-04 00:00:00,"Phase 1/2 single agent data at ASCO June 4, 2021 noted 5/21 patients with stable disease in including two partial responses."
CMRX,Smallpox,Approved,2021-06-04 00:00:00,"FDA approval announced June 4, 2021."
GTHX,"ER+, HER2- breast cancer",Phase 1/2,2021-06-04 00:00:00,"Phase 1/2 initial data presented at ASCO June 4, 2021. 65% of patients experienced stable disease. Median progression-free survival was 7.4 months."
CMRX,Neuroendocrine Tumors,Phase 2,2021-06-04 00:00:00,Phase 2 data in ASCO abstract noted ORR 5/10 (50%).
LMNL,Congenital plasminogen deficiency (C-PLGD),Approved,2021-06-04 00:00:00,"FDA approval announced June 4, 2021."
BGNE,Esophageal Squamous Cell Carcinoma (ESCC),Phase 3,2021-06-04 00:00:00,"Phase 3 poster at ASCO June 4, 2021 noted median OS of 8.6 months compared to 6.3 months in the chemotherapy arm."
BIIB,Alzheimer’s disease,Approved,2021-06-07 00:00:00,"FDA approval announced June 7, 2021."
AZN,Paroxysmal Nocturnal Hemoglobinuria (PNH) - children,Approved,2021-06-07 00:00:00,"FDA approval announced June 7, 2021."
PFE,Pneumococcal conjugate vaccine (18 yrs +),Approved,2021-06-08 00:00:00,https://www.businesswire.com/news/home/20210608006149/en/
ATOS,Breast cancer,Phase 2,2021-06-09 00:00:00,"Phase 2 final data presented June 9, 2021. Primary endpoint met."
VRTX,Children (6-11 years old) who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene or a mutation in the CFTR gene that is responsive,Approved,2021-06-09 00:00:00,"FDA approval announced June 9, 2021."
TYME,Pancreatic cancer,Phase 2/3,2021-06-10 00:00:00,"Phase 2/3 enrollment to be terminated and trial will be closed down. Company citing slower than expected enrollment for the decision - June 10, 2021."
VRTX,Alpha-1 antitrypsin (AAT) deficiency,Phase 2,2021-06-10 00:00:00,"Phase 2 data released June 10, 2021. Primary endpoint met but insufficient clinical benefit to advance program."
BMY,Non-transfusion-dependent beta-thalassemia,Phase 2,2021-06-11 00:00:00,"Phase 2 data presented at EHA meeting June 11, 2021. 77.7% of patients achieved a hemoglobin increase compared to 0% in the placebo arm."
RHHBY,SMA type 1/2/3 switching,Phase 2,2021-06-11 00:00:00,"Phase 2 data reported a sustained >2-fold increase in median SMN protein levels versus baseline in all patients who received prior treatment, noted June 11, 2021."
PTCT,SMA type 1/2/3 switching,Phase 2,2021-06-11 00:00:00,"Phase 2 data reported a sustained >2-fold increase in median SMN protein levels versus baseline in all patients who received prior treatment, noted June 11, 2021."
CRSP,Beta-thalassemia,Phase 1/2,2021-06-11 00:00:00,"Phase 1/2 data presented at EHA meeting June 11, 2021. All 15 patients were transfusion independent with follow-up ranging from 4 to 26 months after CTX001 infusion and had clinically meaningful improvements in total hemoglobin from 8.9 to 16.9 g/dL and fetal hemoglobin from 67.3% to 99.6% at last visit."
VRTX,Beta-thalassemia,Phase 1/2,2021-06-11 00:00:00,"Phase 1/2 data presented at EHA meeting June 11, 2021. All 15 patients were transfusion independent with follow-up ranging from 4 to 26 months after CTX001 infusion and had clinically meaningful improvements in total hemoglobin from 8.9 to 16.9 g/dL and fetal hemoglobin from 67.3% to 99.6% at last visit."
MRK,Non-transfusion-dependent beta-thalassemia,Phase 2,2021-06-11 00:00:00,"Phase 2 data presented at EHA meeting June 11, 2021. 77.7% of patients achieved a hemoglobin increase compared to 0% in the placebo arm."
BIIB,Choroideremia,Phase 3,2021-06-14 00:00:00,"Phase 3 trial did not meet primary endpoint - June 14, 2021."
AZN,COVID-19 (post-exposure prophylaxis),Phase 3,2021-06-15 00:00:00,"Phase 3 trial did not meet primary endpoint - June 15, 2021."
ETON,Injectable hospital product,Approved,2021-06-15 00:00:00,"FDA approval announced June 15, 2021."
MNKKQ,Deep partial thickness severe burns - skin defects,Approved,2021-06-15 00:00:00,"FDA approval June 15, 2021."
BPMC,Advanced Systemic mastocytosis (SM),Approved,2021-06-16 00:00:00,"FDA approval announced June 16, 2021."
BIIB,Alzheimer’s disease,Phase 2,2021-06-16 00:00:00,"Phase 2 trial did not meet primary endpoint - June 16, 2021."
ZVRA,Niemann-Pick disease Type C (NPC),CRL,2021-06-18 00:00:00,"CRL issued June 18, 2021."
TBPH,Acute Lung Injury (ALI) caused by COVID-19,Phase 2,2021-06-21 00:00:00,"Phase 2 trial did not meet primary endpoint - June 21, 2021."
TARS,Demodex Blepharitis,Phase 2/3,2021-06-21 00:00:00,"Phase 2b/3 top-line data released June 21, 2021. Endpoints met."
GLTO,COVID-19,Phase 2,2021-06-22 00:00:00,"Phase 2 top-line data released June 22, 2021. Will focus resources on other pipeline treatments."
CORT,Pancreatic cancer,Phase 3,2021-06-22 00:00:00,"Phase 3 initial data released June 22, 2021. 2/31 (6%) partial responses. Enrollment to be stopped. Level of benefit does not justify further study."
ADCT,Hodgkin lymphoma (HL),Phase 2,2021-06-22 00:00:00,"Phase 2 interim data presented June 22, 2021. Overall response rate (ORR) was 66.3% (67/101 patients) with a complete response rate (CRR) of 27.7% and partial response rate (PRR) of 38.6%. Median duration of response has not been reached."
AGTC,Achromatopsia,Phase 1/2,2021-06-24 00:00:00,"Phase 1/2 12-month data presented June 24, 2021. Company noted at this time point consistent evidence not shown of biologic activity, patient-reported anecdotes continue to be encouraging."
CRBP,Dermatomyositis,Phase 3,2021-06-24 00:00:00,"Phase 3 trial did not meet primary endpoint - June 24, 2021."
SNY,Respiratory Syncytial Virus,Phase 2/3,2021-06-28 00:00:00,"Phase 2/3 positive data released June 28, 2021."
ALT,COVID-19,Phase 1/2,2021-06-29 00:00:00,"Phase 1/2 enrollment to be terminated - June 29, 2021."
MDWD,Severe burns,CRL,2021-06-29 00:00:00,"CRL announced June 29, 2021."
VCEL,Severe burns,CRL,2021-06-29 00:00:00,"CRL announced June 29, 2021."
VBIV,COVID-19 vaccine,Phase 1/2,2021-06-29 00:00:00,"Phase 1/2 initial data released June 29, 2021 - well-tolerated with no safety signals observed and induced neutralization titers in 100% of participants."
ELTX,Acute lung injury in patients with COVID-19,Phase 3,2021-06-29 00:00:00,"Phase 2 trial did not meet primary or secondary efficacy endpoints - June 29, 2021."
JAZZ,Acute lymphoblastic leukemia (ALL),Approved,2021-06-30 00:00:00,"FDA approval announced June 30, 2021."
LGND,Acute lymphoblastic leukemia (ALL),Approved,2021-06-30 00:00:00,"FDA approval announced June 30, 2021."
KRYS,Transglutaminase-1 Deficient Autosomal Recessive Congenital Ichthyosis (ARCI),Phase 2,2021-07-01 00:00:00,"Phase 2 update announced July 1, 2021 - well tolerated with no adverse events."
ARQT,Vitiligo,Phase 2b,2021-07-01 00:00:00,"Phase 2a trial to be terminated - noted July 1, 2021."
NVCR,Liver cancer,Phase 2,2021-07-01 00:00:00,"Phase 2 final data reported July 1, 2021. Objective response rate for the intent-to-treat population was 9.5%."
OCGN,COVID-19 vaccine,Phase 3,2021-07-02 00:00:00,Phase 3 data from partner Bharat Biotech noted efficacy rate of 78%; 93% against severe disease; 65% against Delta variant
ARWR,Cystic Fibrosis,Phase 1/2,2021-07-02 00:00:00,"Phase 1/2 trial paused following a trial in rats that contained unexpected signals of local lung inflammation - July 2, 2021."
IPHA,COVID-19,Phase 2,2021-07-06 00:00:00,"Phase 2 trial did not meet primary endpoints - July 6, 2021."
MRK,Cutaneous squamous cell carcinoma (cSCC),Approved,2021-07-06 00:00:00,"FDA approval announced July 6, 2021."
SGEN,Urothelial cancer,Approved,2021-07-09 00:00:00,
LLY,Hemophilia A,Phase 1/2,2021-07-09 00:00:00,"Phase 1/2 clinical hold announced July 9, 2021."
HALO,Multiple myeloma,Approved,2021-07-12 00:00:00,"FDA approval announced July 12, 2021."
JNJ,Multiple myeloma,Approved,2021-07-12 00:00:00,"FDA approval announced July 12, 2021."
SCPH,Heart Failure,Phase 3,2021-07-13 00:00:00,"Phase 3 data released July 13 2021, study halted early due to highly statistical reduction in costs of $17,753 (p<0.0001) per study subject"
GLPG,Rheumatoid Arthritis,Phase 2a,2021-07-14 00:00:00,"Phase 2a data released July 14, 2021 - showed no differentiation from placebo."
GLPG,Ulcerative Colitis,Phase 2,2021-07-14 00:00:00,"Phase 2 data released July 14, 2021. No differentiation from placebo."
BMY,First-line Head and Neck Cancer,Phase 3,2021-07-16 00:00:00,"Phase 3 trial did not meet primary endpoints - July 16, 2021."
MRK,Pneumococcal disease,Approved,2021-07-16 00:00:00,"FDA approval announced July 16, 2021."
LGND,Pneumococcal disease,Approved,2021-07-16 00:00:00,"FDA approval announced July 16, 2021."
INCY,Atopic dermatitis,PDUFA,2021-07-16 00:00:00,"Noted FDA will not meet assigned July 2021 PDUFA date - July 16, 2021"
LLY,Atopic dermatitis,PDUFA,2021-07-16 00:00:00,"Noted FDA will not meet assigned July 2021 PDUFA date - July 16, 2021"
ALBO,Progressive familial intrahepatic cholestasis (PFIC),Approved,2021-07-20 00:00:00,"FDA approval announced July 20, 2021."
MDWD,Severe burns - pediatric,Phase 3,2021-07-20 00:00:00,"Phase 3 top-line data met primary endpoints - July 20, 2021."
MRK,Endometrial Cancer,Phase 3,2021-07-22 00:00:00,"FDA approval announced July 22, 2021."
INCY,Squamous Cell Carcinoma of the Anal Canal (SCAC),CRL,2021-07-23 00:00:00,"CRL announced July 23, 2021"
ABBV,Acute bacterial skin and skin structure infections (ABSSSI) - pediatric,Approved,2021-07-23 00:00:00,"FDA approval announced July 23, 2021."
AZN,Type 2 diabetes (Pediatric),Approved,2021-07-23 00:00:00,"FDA approval announced July 23, 2021."
